ConvertedCompYearly,YearsCodePro,Country,EdLevel,DevType,Employment,Year
200000.0,12,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Senior Executive (C-Suite, VP, etc.)",Employed full-time,2021
,,Philippines,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack;Developer, back-end;Academic researcher;Student;Developer, game or graphics","Not employed, but looking for work",2021
31708.0,12,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, embedded applications or devices;Designer",Employed full-time,2021
62592.0,10,Sweden,Some college/university study without earning a degree,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",Employed full-time,2021
4150.0,3,New Zealand,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Student;System administrator",Employed part-time,2021
,,Netherlands,Some college/university study without earning a degree,,I prefer not to say,2021
,5,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Employed full-time,2021
16800.0,16,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):;Data scientist or machine learning specialist;Scientist,Employed part-time,2021
,,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
,,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Academic researcher,"Not employed, but looking for work",2021
90482.0,5,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,Employed full-time,2021
,,Germany,Some college/university study without earning a degree,,"Student, full-time",2021
90758.0,34,Canada,"Associate degree (A.A., A.S., etc.)","Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Designer","Independent contractor, freelancer, or self-employed",2021
25944.0,5,Netherlands,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Designer",Employed part-time,2021
,6,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;System administrator;Educator",Employed part-time,2021
17385.0,6,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Engineer, data;Developer, back-end;Developer, QA or test",Employed full-time,2021
168037.0,10,United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Educator",Employed full-time,2021
,1,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Designer,Employed full-time,2021
44000.0,4,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices",Employed full-time,2021
10092.0,5,Malaysia,Some college/university study without earning a degree,"Developer, full-stack",Employed full-time,2021
89721.0,35,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",Employed full-time,2021
,,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Student, full-time",2021
,4,France,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Academic researcher;Scientist;System administrator",Employed full-time,2021
51888.0,11,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Developer, embedded applications or devices","Independent contractor, freelancer, or self-employed",2021
37992.0,8,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end",Employed full-time,2021
34904.0,7,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end",Employed full-time,2021
47292.0,5,Uruguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist;Data or business analyst,"Independent contractor, freelancer, or self-employed",2021
24655.0,1,Turkey,Some college/university study without earning a degree,"Developer, back-end;DevOps specialist",Employed full-time,2021
,6,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile",Employed full-time,2021
,25,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Educator","Independent contractor, freelancer, or self-employed",2021
90000.0,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Database administrator;Data or business analyst",Employed full-time,2021
75000.0,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Designer",Employed full-time,2021
43239.0,7,Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher,Employed full-time,2021
,1,Colombia,Some college/university study without earning a degree,"Developer, front-end",Employed full-time,2021
64860.0,12,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Employed full-time,2021
131000.0,19,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Developer, game or graphics;Developer, embedded applications or devices;Designer;Engineer, site reliability;System administrator","Independent contractor, freelancer, or self-employed",2021
42864.0,10,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,2021
,,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
120000.0,14,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
61527.0,6,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
75000.0,28,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
,,France,Something else,,"Student, full-time",2021
11340.0,6,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,2021
,,Austria,Some college/university study without earning a degree,,"Student, full-time",2021
,,Germany,Some college/university study without earning a degree,,"Student, part-time",2021
200000.0,15,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)","Engineer, data;Developer, back-end;Academic researcher;Scientist;Engineering manager;Product manager;Senior Executive (C-Suite, VP, etc.)",Employed full-time,2021
18876.0,14,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices",Employed full-time,2021
,10,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,2021
,10,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Developer, back-end;Database administrator;Developer, game or graphics;DevOps specialist;System administrator",Employed full-time,2021
8316.0,6,United Republic of Tanzania,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Developer, back-end;Database administrator;Student;DevOps specialist;System administrator",Employed full-time,2021
,7,Belarus,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data",Employed full-time,2021
,,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
90758.0,6,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
25944.0,4,Slovenia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,2021
48644.0,11,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,2021
250000.0,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications",Employed full-time,2021
9216.0,8,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed",2021
28622.0,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Data scientist or machine learning specialist;Developer, back-end;Developer, QA or test;DevOps specialist;Designer;Product manager;Educator",Employed full-time,2021
20384.0,10,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end",Employed full-time,2021
,15,Ukraine,Something else,"Developer, mobile;Developer, back-end",Employed full-time,2021
,,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
27336.0,5,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Developer, back-end;DevOps specialist",Employed full-time,2021
,,Colombia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
,,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Designer","Independent contractor, freelancer, or self-employed",2021
25829.0,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, full-stack",Employed full-time,2021
,5,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications;Developer, back-end",Employed full-time,2021
,,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,"Not employed, but looking for work",2021
,5,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,2021
5448.0,1,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist",Employed full-time,2021
3876.0,1,Mexico,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer",Employed full-time,2021
,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",Employed full-time,2021
24420.0,5,Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,2021
,,Egypt,Primary/elementary school,,"Not employed, and not looking for work",2021
,,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Employed full-time,2021
,,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed part-time,2021
,,Canada,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Student",Employed full-time,2021
30684.0,2,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Data scientist or machine learning specialist;Developer, back-end",Employed full-time,2021
,,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2021
,,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end",Employed part-time,2021
39500.0,13,Panama,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
12800.0,3,Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",Employed part-time,2021
,,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Student, full-time",2021
35604.0,4,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Product manager","Independent contractor, freelancer, or self-employed",2021
233816.0,20,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Scientist,Employed full-time,2021
,8,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications;Developer, full-stack;Developer, embedded applications or devices",Employed full-time,2021
,10,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Academic researcher",Employed part-time,2021
138000.0,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",Employed full-time,2021
,2,United States of America,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end",Employed full-time,2021
29320.0,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",Employed full-time,2021
,15,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, back-end;Database administrator;Data or business analyst;System administrator",Employed full-time,2021
141566.0,13,United Arab Emirates,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Employed full-time,2021
116746.0,20,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, back-end",Employed full-time,2021
648588.0,11,Malta,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,2021
3490.0,2,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
70337.0,11,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;DevOps specialist",Employed full-time,2021
,,India,Some college/university study without earning a degree,,"Student, full-time",2021
87521.0,6,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Marketing or sales professional",Employed full-time,2021
,,Colombia,Some college/university study without earning a degree,,"Not employed, and not looking for work",2021
14412.0,Less than 1 year,South Africa,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed",2021
573912.0,2,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",Employed full-time,2021
,4,Lebanon,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;Educator",Employed full-time,2021
,1,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist",Employed full-time,2021
,,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Student, full-time",2021
120922.0,32,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Other (please specify):",Employed full-time,2021
76800.0,7,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end","Independent contractor, freelancer, or self-employed",2021
65816.0,7,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,2021
49308.0,13,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,2021
21996.0,3,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, QA or test",Employed full-time,2021
40400.0,11,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile;Developer, full-stack;Engineer, data;Database administrator;Data or business analyst;Marketing or sales professional",Employed full-time,2021
135000.0,9,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator",Employed full-time,2021
32450.0,2,Slovakia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Scientist;Student","Independent contractor, freelancer, or self-employed",2021
16488.0,3,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data",Employed full-time,2021
59454.0,21,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, back-end",Employed full-time,2021
,6,Hong Kong (S.A.R.),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Data scientist or machine learning specialist;DevOps specialist",Employed full-time,2021
25944.0,12,France,"Associate degree (A.A., A.S., etc.)","Developer, full-stack;Developer, back-end",Employed full-time,2021
,,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Student, full-time",2021
415092.0,10,Italy,Some college/university study without earning a degree,"Developer, desktop or enterprise applications",Employed full-time,2021
75669.0,11,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",Employed full-time,2021
336000.0,6,El Salvador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,Employed full-time,2021
50388.0,8,Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, full-stack;Developer, game or graphics",Employed full-time,2021
12012.0,3,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;DevOps specialist;System administrator",Employed full-time,2021
,35,Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, full-stack;Academic researcher;Educator","Independent contractor, freelancer, or self-employed",2021
106644.0,21,Germany,Some college/university study without earning a degree,"Developer, full-stack;DevOps specialist","Employed, full-time",2022
101910.0,7,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior Executive (C-Suite, VP, etc.)","Employed, full-time",2022
,30,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;Database administrator;Developer, embedded applications or devices;Project manager;Product manager","Independent contractor, freelancer, or self-employed",2022
60000.0,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Developer, full-stack","Employed, full-time",2022
82824.0,14,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Developer, mobile","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",2022
17760.0,6,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, desktop or enterprise applications;Product manager","Employed, full-time",2022
46899.0,5,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"Employed, full-time",2022
,4,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack","Employed, full-time",2022
24000.0,8,United States of America,Some college/university study without earning a degree,"Developer, full-stack;Developer, mobile;Educator;DevOps specialist;Developer, game or graphics;Project manager;Designer;Senior Executive (C-Suite, VP, etc.);System administrator","Independent contractor, freelancer, or self-employed;Employed, part-time",2022
,,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, part-time",2022
120000.0,11,Czech Republic,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain","Independent contractor, freelancer, or self-employed",2022
12897.0,Less than 1 year,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, QA or test","Employed, full-time",2022
72000.0,15,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, QA or test;Database administrator","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",2022
,19,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Employed, full-time",2022
36718.0,11,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time",2022
,30,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time",2022
,,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Employed, full-time",2022
88464.0,4,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,"Employed, full-time",2022
117308.0,13,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, desktop or enterprise applications","Employed, full-time",2022
,22,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,I prefer not to say,2022
,,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Other (please specify):,"Employed, full-time;Student, part-time",2022
,,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Student, full-time",2022
53322.0,15,Cyprus,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Developer, back-end","Employed, full-time",2022
,,Hungary,Some college/university study without earning a degree,,"Not employed, but looking for work",2022
77952.0,4,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",2022
225000.0,13,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Engineering manager;DevOps specialist","Employed, full-time",2022
69318.0,6,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
61853.0,14,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Engineer, site reliability;Developer, back-end;Cloud infrastructure engineer","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
51189.0,5,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, part-time",2022
85315.0,9,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Developer, embedded applications or devices;Blockchain","Independent contractor, freelancer, or self-employed",2022
81228.0,14,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior Executive (C-Suite, VP, etc.)","Employed, full-time",2022
16188.0,1,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;DevOps specialist","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
,,Germany,Primary/elementary school,,I prefer not to say,2022
,,,,,,2022
,3,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time",2022
22739.0,16,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time",2022
38388.0,3,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
,,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Student;Academic researcher;Scientist","Employed, full-time;Student, full-time",2022
,,,,,,2022
180000.0,25,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Data or business analyst","Employed, part-time",2022
,,,,,,2022
,1,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;DevOps specialist","Employed, full-time",2022
,,,,,,2022
140000.0,20,United States of America,"Associate degree (A.A., A.S., etc.)","Engineer, site reliability;Developer, full-stack;Developer, back-end;DevOps specialist","Employed, full-time",2022
134465.0,6,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
7740.0,5,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
70771.0,19,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Employed, full-time",2022
,13,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
3684.0,1,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
,11,"Iran, Islamic Republic of...","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, full-stack","Independent contractor, freelancer, or self-employed",2022
,,United States of America,Primary/elementary school,,"Not employed, and not looking for work",2022
2460.0,2,Indonesia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, mobile;Developer, game or graphics","Employed, full-time",2022
76472.0,2,Hong Kong (S.A.R.),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
,6,France,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher,"Employed, full-time",2022
2100.0,1,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end","Employed, full-time",2022
,,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
,,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed",2022
,,Australia,Primary/elementary school,,"Student, full-time",2022
,,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",System administrator,"Employed, full-time",2022
,11,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
89028.0,14,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
,5,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Cloud infrastructure engineer","Independent contractor, freelancer, or self-employed",2022
,16,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior Executive (C-Suite, VP, etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
516.0,20,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile;Engineering manager;DevOps specialist","Employed, full-time",2022
,,Ghana,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,"Student, full-time",2022
98000.0,10,United States of America,"Associate degree (A.A., A.S., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time",2022
68436.0,6,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, desktop or enterprise applications","Employed, full-time",2022
301534.0,21,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Blockchain","Employed, full-time",2022
19944.0,6,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Student;Developer, mobile;Engineering manager;Database administrator;Developer, embedded applications or devices;Project manager;Cloud infrastructure engineer;Data or business analyst;Product manager;System administrator","Employed, full-time",2022
,3,Portugal,Some college/university study without earning a degree,"Developer, full-stack","Employed, part-time",2022
58563.0,13,Canada,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time",2022
76640.0,8,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
68446.0,Less than 1 year,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
,7,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data","Employed, full-time",2022
,,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Engineer, site reliability;Developer, back-end;Student","Student, full-time;Employed, part-time",2022
67644.0,18,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Senior Executive (C-Suite, VP, etc.)","Employed, full-time",2022
