ConvertedCompYearly,YearsCodePro,Country,EdLevel,DevType,Employment,Year
69318.0,6,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile","Employed, full-time",2022
74651.0,39,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed",2022
19944.0,13,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Project manager;Data or business analyst;Product manager;System administrator","Employed, full-time",2022
60155.0,10,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end","Employed, full-time",2022
19824.0,Less than 1 year,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
180000.0,35,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",Scientist;Security professional,"Employed, full-time",2022
60216.0,9,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager;Project manager;Product manager,"Employed, full-time",2022
9192.0,Less than 1 year,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, game or graphics","Employed, full-time",2022
18000.0,5,Nicaragua,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
18701.0,12,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
113075.0,6,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
70000.0,2,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;DevOps specialist","Employed, full-time",2022
51338.0,10,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
25794.0,Less than 1 year,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
53000.0,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time",2022
25596.0,3,Serbia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Educator;Database administrator;Developer, embedded applications or devices;Developer, game or graphics;System administrator","Independent contractor, freelancer, or self-employed",2022
150000.0,14,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Database administrator;System administrator","Employed, full-time",2022
180000.0,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"Employed, full-time",2022
47990.0,11,Italy,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Developer, mobile","Employed, full-time",2022
150000.0,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineering manager","Employed, full-time",2022
7200.0,3,Syrian Arab Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
109318.0,14,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Independent contractor, freelancer, or self-employed",2022
220.0,28,United States of America,"Associate degree (A.A., A.S., etc.)",Engineering manager,"Employed, full-time",2022
38392.0,8,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Academic researcher;Cloud infrastructure engineer;Designer","Employed, full-time",2022
85893.0,4,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;Developer, QA or test;Designer;Scientist","Employed, full-time",2022
600.0,15,Kyrgyzstan,"Professional degree (JD, MD, etc.)","Developer, back-end","Employed, full-time",2022
195000.0,15,United States of America,Some college/university study without earning a degree,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
33648.0,5,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
102204.0,14,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","Employed, full-time",2022
175000.0,17,United States of America,Some college/university study without earning a degree,"Developer, front-end;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator","Employed, full-time",2022
50256.0,4,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
17450.0,5,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
90000.0,4,United States of America,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time",2022
83691.0,8,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time",2022
53322.0,7,Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
147500.0,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
113075.0,12,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Developer, back-end","Employed, full-time",2022
33252.0,9,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
39458.0,,Italy,"Professional degree (JD, MD, etc.)","Developer, back-end","Employed, full-time",2022
3.0,3,South Korea,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Employed, full-time",2022
90000.0,Less than 1 year,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
74651.0,12,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Designer","Employed, full-time",2022
83256.0,15,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile","Employed, full-time",2022
93000.0,22,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Developer, QA or test;Educator;Engineering manager;Project manager","Employed, full-time",2022
54500.0,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Designer","Employed, full-time",2022
57588.0,24,Netherlands,"Associate degree (A.A., A.S., etc.)","Developer, full-stack;Developer, desktop or enterprise applications","Employed, full-time",2022
29772.0,4,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end","Employed, full-time",2022
43974.0,2,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
15480.0,25,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;DevOps specialist;Designer;Product manager;Senior Executive (C-Suite, VP, etc.);Blockchain","Employed, full-time",2022
54060.0,5,China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;DevOps specialist;Project manager;Data or business analyst;Designer;Product manager;Blockchain","Independent contractor, freelancer, or self-employed",2022
125000.0,15,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Cloud infrastructure engineer,"Employed, full-time",2022
60000.0,10,Russian Federation,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time",2022
21300.0,5,Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
54388.0,7,Spain,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time",2022
49020.0,12,Pakistan,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","Employed, full-time",2022
15648.0,5,Morocco,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","Employed, full-time",2022
15036.0,7,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time",2022
5832.0,2,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, part-time",2022
92002.0,11,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;DevOps specialist","Employed, full-time",2022
159966.0,25,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile","Employed, full-time",2022
79983.0,9,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"Employed, full-time",2022
125639.0,Less than 1 year,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Cloud infrastructure engineer","Employed, full-time",2022
155000.0,35,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time",2022
101312.0,16,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
55942.0,3,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile","Employed, full-time",2022
93078.0,3,France,Something else,"Developer, front-end","Employed, full-time",2022
38388.0,4,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time",2022
30948.0,2,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Engineer, data","Employed, full-time",2022
87948.0,20,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Other (please specify):,"Employed, full-time",2022
1320000.0,12,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher;Scientist;System administrator,"Employed, full-time",2022
5300000.0,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;DevOps specialist","Employed, full-time",2022
100511.0,10,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist;Cloud infrastructure engineer;Security professional,"Employed, full-time",2022
34548.0,7,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"Employed, full-time",2022
23462.0,1,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
18708.0,8,Croatia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, mobile","Employed, full-time",2022
129876.0,8,Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",2022
34692.0,5,Poland,Something else,"Developer, front-end","Employed, full-time",2022
92000.0,3,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Academic researcher;Scientist,"Employed, full-time",2022
51189.0,6,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",System administrator,"Employed, full-time",2022
29916.0,6,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
84925.0,20,Australia,Primary/elementary school,"Developer, front-end;Developer, full-stack;Data or business analyst","Employed, full-time",2022
32243.0,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Cloud infrastructure engineer","Employed, full-time",2022
128650.0,22,New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end","Independent contractor, freelancer, or self-employed",2022
8964.0,2,Germany,"Associate degree (A.A., A.S., etc.)","Developer, front-end;Developer, desktop or enterprise applications","Employed, full-time",2022
12072.0,2,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
44790.0,6,Spain,Some college/university study without earning a degree,"Developer, full-stack;Developer, back-end","Employed, full-time",2022
113076.0,15,United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)","Data scientist or machine learning specialist;Developer, full-stack;Product manager","Employed, full-time",2022
166248.0,12,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time",2022
63828.0,8,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer","Employed, full-time",2022
120000.0,3,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, back-end;DevOps specialist","Employed, full-time",2022
94000.0,6,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
72468.0,18,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end;Engineering manager;Product manager","Employed, full-time",2022
68832.0,1,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
54000.0,4,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
4920.0,4,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
230000.0,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Blockchain","Employed, full-time",2022
89581.0,16,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
78000.0,4,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
108336.0,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end","Employed, full-time",2022
18120.0,3,Colombia,"Professional degree (JD, MD, etc.)","Data scientist or machine learning specialist;Engineer, data;Data or business analyst","Employed, full-time",2022
175895.0,23,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Developer, full-stack;Developer, back-end","Employed, full-time",2022
420.0,1,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
24928.0,35,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Security professional","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
106000.0,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time",2022
87948.0,6,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack;Developer, back-end","Employed, full-time",2022
175000.0,6,United States of America,"Associate degree (A.A., A.S., etc.)",Security professional,"Employed, full-time;Independent contractor, freelancer, or self-employed",2022
31992.0,6,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;DevOps specialist;Developer, game or graphics;Designer;System administrator","Employed, full-time",2022
47172.0,5,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Security professional","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
85740.0,6,Poland,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time",2022
143484.0,6,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end","Employed, full-time",2022
25594.0,Less than 1 year,Spain,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time",2022
31020.0,4,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
31176.0,5,Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time",2022
213287.0,4,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
100000.0,15,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst;Designer;System administrator;Security professional","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
111129.0,7,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Database administrator","Employed, full-time",2022
63986.0,8,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Security professional","Employed, full-time",2022
240000.0,6,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):;Product manager,"Employed, full-time",2022
111693.0,22,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"Employed, full-time",2022
65961.0,6,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;DevOps specialist","Employed, full-time",2022
119357.0,35,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,"Developer, mobile","Employed, full-time",2022
75400.0,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist;Cloud infrastructure engineer,"Employed, full-time",2022
1380000.0,23,United States of America,Some college/university study without earning a degree,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Project manager;Designer;Product manager;System administrator","Employed, full-time",2022
5159.0,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack","Employed, full-time",2022
15144.0,Less than 1 year,Argentina,Some college/university study without earning a degree,"Developer, QA or test","Employed, full-time",2022
64000.0,1,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
204756.0,10,Germany,Some college/university study without earning a degree,"Developer, full-stack","Independent contractor, freelancer, or self-employed",2022
175000.0,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
33600.0,18,Argentina,"Associate degree (A.A., A.S., etc.)","Developer, front-end","Employed, full-time",2022
135000.0,26,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",Educator;Academic researcher,"Employed, full-time",2022
150000.0,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other (please specify):;Developer, embedded applications or devices","Employed, full-time",2022
45857.0,8,Slovenia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
22584.0,2,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Data or business analyst","Employed, full-time",2022
70608.0,11,Azerbaijan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end","Independent contractor, freelancer, or self-employed",2022
40956.0,15,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, part-time",2022
75000.0,5,Zimbabwe,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
106644.0,20,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time",2022
25596.0,2,Montenegro,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
1049376.0,15,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, desktop or enterprise applications;Cloud infrastructure engineer","Employed, full-time",2022
75384.0,11,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
157850.0,8,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Independent contractor, freelancer, or self-employed",2022
250000.0,17,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
63986.0,3,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time",2022
47172.0,3,Poland,Some college/university study without earning a degree,"Developer, full-stack;System administrator","Employed, full-time",2022
92000.0,17,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","Employed, full-time",2022
61428.0,13,Germany,"Associate degree (A.A., A.S., etc.)","Developer, full-stack;Developer, embedded applications or devices;Project manager","Employed, full-time",2022
90192.0,11,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Engineering manager","Employed, full-time",2022
26411.0,12,Italy,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time",2022
250000.0,25,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;Academic researcher;Project manager;Designer;Blockchain;Security professional","Independent contractor, freelancer, or self-employed",2022
25596.0,2,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Database administrator;DevOps specialist","Employed, full-time",2022
18650.0,15,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Academic researcher;System administrator","Employed, part-time",2022
100511.0,12,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
73000.0,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time",2022
180000.0,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end","Employed, full-time",2022
180000.0,15,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.)","Employed, full-time",2022
40205.0,5,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Academic researcher;Other (please specify):;Scientist;System administrator","Employed, full-time",2022
55455.0,1,Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
65961.0,6,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time",2022
19346.0,5,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
98000.0,10,United States of America,"Associate degree (A.A., A.S., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time",2022
767832.0,7,Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher;Scientist,"Employed, full-time",2022
117126.0,20,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Project manager","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
96300.0,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time",2022
47988.0,6,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Independent contractor, freelancer, or self-employed",2022
6449.0,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time",2022
42648.0,5,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",2022
170000.0,13,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Data or business analyst","Employed, full-time",2022
99000.0,18,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Other (please specify):;Data or business analyst","Employed, full-time",2022
33480.0,20,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;DevOps specialist;Developer, game or graphics;Cloud infrastructure engineer","Employed, full-time",2022
26594.0,14,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed",2022
19200.0,5,Viet Nam,Some college/university study without earning a degree,"Developer, front-end","Employed, full-time",2022
73584.0,22,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",2022
116000.0,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","Employed, full-time",2022
230000.0,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;Academic researcher;DevOps specialist;Cloud infrastructure engineer;Data or business analyst;Scientist;System administrator","Employed, full-time",2022
84000.0,3,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, mobile","Employed, full-time",2022
117308.0,17,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, site reliability;Developer, back-end;Engineering manager;Database administrator;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.);System administrator","Independent contractor, freelancer, or self-employed",2022
48624.0,15,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time",2022
85000.0,26,United States of America,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Data or business analyst","Employed, full-time",2022
296720.0,22,Canada,Some college/university study without earning a degree,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;System administrator","Employed, full-time",2022
61571.0,2,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time",2022
27727.0,1,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Student;Designer","Employed, full-time",2022
34548.0,6,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, mobile","Independent contractor, freelancer, or self-employed",2022
557844.0,22,Portugal,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack","Independent contractor, freelancer, or self-employed;Employed, part-time",2022
24156.0,6,Colombia,"Professional degree (JD, MD, etc.)","Developer, mobile","Employed, full-time",2022
